Date,Product,Inventory
2019-12-25,Product B,78
2019-12-25,Product C,98
2019-12-26,Product A,25
2019-12-26,Product B,25
2019-12-26,Product C,18
2019-12-27,Product A,68
2019-12-27,Product B,54
2019-12-27,Product C,55
2019-12-28,Product A,9
2019-12-28,Product B,87
2019-12-28,Product C,0
2019-12-29,Product A,1
2019-12-29,Product B,96
2019-12-29,Product C,19
2019-12-30,Product A,98
2019-12-30,Product B,67
2019-12-30,Product C,50
2019-12-31,Product A,16
2019-12-31,Product B,86
2019-12-31,Product C,36
2020-01-01,Product A,78
2020-01-01,Product B,53
2020-01-01,Product C,75
2020-01-02,Product A,37
2020-01-02,Product B,7
2020-01-02,Product C,31
2020-01-03,Product A,83
2020-01-03,Product B,77
2020-01-03,Product C,11
2020-01-04,Product A,10
2020-01-04,Product B,45
2020-01-04,Product C,15
2020-01-05,Product A,34
2020-01-05,Product B,54
2020-01-05,Product C,55
2020-01-06,Product A,72
2020-01-06,Product B,15
2020-01-06,Product C,87
2020-01-07,Product A,8
2020-01-07,Product B,8
2020-01-07,Product C,27
2020-01-08,Product A,43
2020-01-08,Product B,1
2020-01-08,Product C,0
2020-01-09,Product A,57
2020-01-09,Product B,38
2020-01-09,Product C,29
2020-01-10,Product A,81
2020-01-10,Product B,59
2020-01-10,Product C,54
2020-01-11,Product A,8
2020-01-11,Product B,67
2020-01-11,Product C,53
2020-01-12,Product A,84
2020-01-12,Product B,83
2020-01-12,Product C,54
2020-01-13,Product A,46
2020-01-13,Product B,40
2020-01-13,Product C,91
2020-01-14,Product A,89
2020-01-14,Product B,21
2020-01-14,Product C,99
2020-01-15,Product A,78
2020-01-15,Product B,68
2020-01-15,Product C,90
2020-01-16,Product A,49
2020-01-16,Product B,77
2020-01-16,Product C,13
2020-01-17,Product A,86
2020-01-17,Product B,84
2020-01-17,Product C,94
2020-01-18,Product A,92
2020-01-18,Product B,49
2020-01-18,Product C,58
2020-01-19,Product A,89
2020-01-19,Product B,94
2020-01-19,Product C,36
2020-01-20,Product A,3
2020-01-20,Product B,28
2020-01-20,Product C,17
2020-01-21,Product A,49
2020-01-21,Product B,97
2020-01-21,Product C,11
2020-01-22,Product A,56
2020-01-22,Product B,98
2020-01-22,Product C,75
2020-01-23,Product A,98
2020-01-23,Product B,12
2020-01-23,Product C,9
2020-01-24,Product A,7
2020-01-24,Product B,0
2020-01-24,Product C,19
2020-01-25,Product A,1
2020-01-25,Product B,83
2020-01-25,Product C,76
2020-01-26,Product A,39
2020-01-26,Product B,25
2020-01-26,Product C,73
2020-01-27,Product A,76
2020-01-27,Product B,74
2020-01-27,Product C,31
2020-01-28,Product A,71
2020-01-28,Product B,57
2020-01-28,Product C,26
2020-01-29,Product A,86
2020-01-29,Product B,82
2020-01-29,Product C,82
2020-01-30,Product A,50
2020-01-30,Product B,1
2020-01-30,Product C,1
2020-01-31,Product A,78
2020-01-31,Product B,0
2020-01-31,Product C,84
2020-02-01,Product A,94
2020-02-01,Product B,21
2020-02-01,Product C,34
2020-02-02,Product A,25
2020-02-02,Product B,34
2020-02-02,Product C,38
2020-02-03,Product A,21
2020-02-03,Product B,31
2020-02-03,Product C,86
2020-02-04,Product A,24
2020-02-04,Product B,79
2020-02-04,Product C,75
2020-02-05,Product A,16
2020-02-05,Product B,86
2020-02-05,Product C,29
2020-02-06,Product A,6
2020-02-06,Product B,98
2020-02-06,Product C,96
2020-02-07,Product A,35
2020-02-07,Product B,41
2020-02-07,Product C,44
2020-02-08,Product A,1
2020-02-08,Product B,96
2020-02-08,Product C,80
2020-02-09,Product A,3
2020-02-09,Product B,91
2020-02-09,Product C,15
2020-02-10,Product A,86
2020-02-10,Product B,41
2020-02-10,Product C,77
2020-02-11,Product A,70
2020-02-11,Product B,59
2020-02-11,Product C,60
2020-02-12,Product A,83
2020-02-12,Product B,1
2020-02-12,Product C,96
2020-02-13,Product A,81
2020-02-13,Product B,9
2020-02-13,Product C,71
2020-02-14,Product A,72
2020-02-14,Product B,29
2020-02-14,Product C,23
2020-02-15,Product A,63
2020-02-15,Product B,53
2020-02-15,Product C,53
2020-02-16,Product A,69
2020-02-16,Product B,42
2020-02-16,Product C,88
2020-02-17,Product A,7
2020-02-17,Product B,97
2020-02-17,Product C,57
2020-02-18,Product A,69
2020-02-18,Product B,67
2020-02-18,Product C,99
2020-02-19,Product A,54
2020-02-19,Product B,95
2020-02-19,Product C,1
2020-02-20,Product A,24
2020-02-20,Product B,66
2020-02-20,Product C,12
2020-02-21,Product A,63
2020-02-21,Product B,16
2020-02-21,Product C,12
2020-02-22,Product A,5
2020-02-22,Product B,68
2020-02-22,Product C,30
2020-02-23,Product A,28
2020-02-23,Product B,78
2020-02-23,Product C,3
2020-02-24,Product A,87
2020-02-24,Product B,57
2020-02-24,Product C,36
2020-02-25,Product A,40
2020-02-25,Product B,25
2020-02-25,Product C,77
2020-02-26,Product A,48
2020-02-26,Product B,59
2020-02-26,Product C,18
2020-02-27,Product A,37
2020-02-27,Product B,93
2020-02-27,Product C,45
2020-02-28,Product A,94
2020-02-28,Product B,6
2020-02-28,Product C,21
2020-02-29,Product A,17
2020-02-29,Product B,17
2020-02-29,Product C,28
2020-03-01,Product A,19
2020-03-01,Product B,67
2020-03-01,Product C,10
2020-03-02,Product A,91
2020-03-02,Product B,81
2020-03-02,Product C,13
2020-03-03,Product A,29
2020-03-03,Product B,78
2020-03-03,Product C,7
2020-03-04,Product A,88
2020-03-04,Product B,14
2020-03-04,Product C,27
2020-03-05,Product A,19
2020-03-05,Product B,24
2020-03-05,Product C,48
2020-03-06,Product A,65
2020-03-06,Product B,21
2020-03-06,Product C,81
2020-03-07,Product A,59
2020-03-07,Product B,56
2020-03-07,Product C,6
2020-03-08,Product A,43
2020-03-08,Product B,24
2020-03-08,Product C,36
2020-03-09,Product A,65
2020-03-09,Product B,31
2020-03-09,Product C,81
2020-03-10,Product A,38
2020-03-10,Product B,96
2020-03-10,Product C,38
2020-03-11,Product A,69
2020-03-11,Product B,98
2020-03-11,Product C,88
2020-03-12,Product A,80
2020-03-12,Product B,4
2020-03-12,Product C,8
2020-03-13,Product A,19
2020-03-13,Product B,99
2020-03-13,Product C,46
2020-03-14,Product A,45
2020-03-14,Product B,21
2020-03-14,Product C,71
2020-03-15,Product A,87
2020-03-15,Product B,80
2020-03-15,Product C,98
2020-03-16,Product A,8
2020-03-16,Product B,1
2020-03-16,Product C,99
2020-03-17,Product A,34
2020-03-17,Product B,12
2020-03-17,Product C,96
2020-03-18,Product A,46
2020-03-18,Product B,65
2020-03-18,Product C,0
2020-03-19,Product A,60
2020-03-19,Product B,88
2020-03-19,Product C,35
2020-03-20,Product A,94
2020-03-20,Product B,71
2020-03-20,Product C,37
2020-03-21,Product A,30
2020-03-21,Product B,0
2020-03-21,Product C,72
2020-03-22,Product A,0
2020-03-22,Product B,81
2020-03-22,Product C,22
2020-03-23,Product A,62
2020-03-23,Product B,22
2020-03-23,Product C,70
2020-03-24,Product A,16
2020-03-24,Product B,58
2020-03-24,Product C,31
2020-03-25,Product A,60
2020-03-25,Product B,40
2020-03-25,Product C,45
2020-03-26,Product A,81
2020-03-26,Product B,8
2020-03-26,Product C,12
2020-03-27,Product A,39
2020-03-27,Product B,12
2020-03-27,Product C,47
2020-03-28,Product A,91
2020-03-28,Product B,29
2020-03-28,Product C,99
2020-03-29,Product A,11
2020-03-29,Product B,43
2020-03-29,Product C,97
2020-03-30,Product A,7
2020-03-30,Product B,57
2020-03-30,Product C,65
2020-03-31,Product A,99
2020-03-31,Product B,88
2020-03-31,Product C,3
2020-04-01,Product A,10
2020-04-01,Product B,60
2020-04-01,Product C,14
2020-04-02,Product A,67
2020-04-02,Product B,91
2020-04-02,Product C,85
2020-04-03,Product A,45
2020-04-03,Product B,20
2020-04-03,Product C,39
2020-04-04,Product A,17
2020-04-04,Product B,99
2020-04-04,Product C,42
2020-04-05,Product A,85
2020-04-05,Product B,82
2020-04-05,Product C,54
2020-04-06,Product A,42
2020-04-06,Product B,80
2020-04-06,Product C,65
2020-04-07,Product A,63
2020-04-07,Product B,34
2020-04-07,Product C,8
2020-04-08,Product A,12
2020-04-08,Product B,52
2020-04-08,Product C,90
2020-04-09,Product A,14
2020-04-09,Product B,82
2020-04-09,Product C,10
2020-04-10,Product A,65
2020-04-10,Product B,94
2020-04-10,Product C,67
2020-04-11,Product A,77
2020-04-11,Product B,99
2020-04-11,Product C,68
2020-04-12,Product A,49
2020-04-12,Product B,99
2020-04-12,Product C,56
2020-04-13,Product A,72
2020-04-13,Product B,54
2020-04-13,Product C,4
2020-04-14,Product A,40
2020-04-14,Product B,29
2020-04-14,Product C,98
2020-04-15,Product A,14
2020-04-15,Product B,10
2020-04-15,Product C,77
2020-04-16,Product A,9
2020-04-16,Product B,73
2020-04-16,Product C,55
2020-04-17,Product A,15
2020-04-17,Product B,77
2020-04-17,Product C,50
2020-04-18,Product A,36
2020-04-18,Product B,98
2020-04-18,Product C,82
2020-04-19,Product A,38
2020-04-19,Product B,64
2020-04-19,Product C,99
2020-04-20,Product A,30
2020-04-20,Product B,50
2020-04-20,Product C,14
2020-04-21,Product A,96
2020-04-21,Product B,54
2020-04-21,Product C,33
2020-04-22,Product A,45
2020-04-22,Product B,9
2020-04-22,Product C,99
2020-04-23,Product A,3
2020-04-23,Product B,43
2020-04-23,Product C,31
2020-04-24,Product A,97
2020-04-24,Product B,75
2020-04-24,Product C,60
2020-04-25,Product A,63
2020-04-25,Product B,97
2020-04-25,Product C,83
2020-04-26,Product A,68
2020-04-26,Product B,10
2020-04-26,Product C,39
2020-04-27,Product A,54
2020-04-27,Product B,71
2020-04-27,Product C,43
2020-04-28,Product A,71
2020-04-28,Product B,92
2020-04-28,Product C,54
2020-04-29,Product A,63
2020-04-29,Product B,2
2020-04-29,Product C,86
2020-04-30,Product A,28
2020-04-30,Product B,10
2020-04-30,Product C,74
2020-05-01,Product A,28
2020-05-01,Product B,89
2020-05-01,Product C,41
2020-05-02,Product A,59
2020-05-02,Product B,98
2020-05-02,Product C,25
2020-05-03,Product A,57
2020-05-03,Product B,70
2020-05-03,Product C,39
2020-05-04,Product A,60
2020-05-04,Product B,65
2020-05-04,Product C,26
2020-05-05,Product A,90
2020-05-05,Product B,71
2020-05-05,Product C,36
2020-05-06,Product A,20
2020-05-06,Product B,26
2020-05-06,Product C,41
2020-05-07,Product A,65
2020-05-07,Product B,35
2020-05-07,Product C,2
2020-05-08,Product A,40
2020-05-08,Product B,99
2020-05-08,Product C,74
2020-05-09,Product A,29
2020-05-09,Product B,78
2020-05-09,Product C,94
2020-05-10,Product A,96
2020-05-10,Product B,7
2020-05-10,Product C,2
2020-05-11,Product A,29
2020-05-11,Product B,92
2020-05-11,Product C,24
2020-05-12,Product A,17
2020-05-12,Product B,46
2020-05-12,Product C,47
2020-05-13,Product A,92
2020-05-13,Product B,53
2020-05-13,Product C,67
2020-05-14,Product A,63
2020-05-14,Product B,33
2020-05-14,Product C,74
2020-05-15,Product A,54
2020-05-15,Product B,24
2020-05-15,Product C,18
2020-05-16,Product A,43
2020-05-16,Product B,89
2020-05-16,Product C,17
2020-05-17,Product A,52
2020-05-17,Product B,93
2020-05-17,Product C,45
2020-05-18,Product A,65
2020-05-18,Product B,71
2020-05-18,Product C,15
2020-05-19,Product A,26
2020-05-19,Product B,9
2020-05-19,Product C,39
2020-05-20,Product A,71
2020-05-20,Product B,40
2020-05-20,Product C,49
2020-05-21,Product A,61
2020-05-21,Product B,27
2020-05-21,Product C,1
2020-05-22,Product A,38
2020-05-22,Product B,47
2020-05-22,Product C,96
2020-05-23,Product A,55
2020-05-23,Product B,18
2020-05-23,Product C,90
2020-05-24,Product A,28
2020-05-24,Product B,54
2020-05-24,Product C,5
2020-05-25,Product A,1
2020-05-25,Product B,95
2020-05-25,Product C,49
2020-05-26,Product A,31
2020-05-26,Product B,92
2020-05-26,Product C,96
2020-05-27,Product A,70
2020-05-27,Product B,74
2020-05-27,Product C,18
2020-05-28,Product A,99
2020-05-28,Product B,20
2020-05-28,Product C,74
2020-05-29,Product A,42
2020-05-29,Product B,33
2020-05-29,Product C,71
2020-05-30,Product A,40
2020-05-30,Product B,34
2020-05-30,Product C,12
2020-05-31,Product A,61
2020-05-31,Product B,9
2020-05-31,Product C,99
2020-06-01,Product A,69
2020-06-01,Product B,18
2020-06-01,Product C,20
2020-06-02,Product A,86
2020-06-02,Product B,16
2020-06-02,Product C,43
2020-06-03,Product A,60
2020-06-03,Product B,16
2020-06-03,Product C,3
2020-06-04,Product A,48
2020-06-04,Product B,69
2020-06-04,Product C,31
2020-06-05,Product A,65
2020-06-05,Product B,26
2020-06-05,Product C,12
2020-06-06,Product A,38
2020-06-06,Product B,43
2020-06-06,Product C,54
2020-06-07,Product A,65
2020-06-07,Product B,51
2020-06-07,Product C,28
2020-06-08,Product A,54
2020-06-08,Product B,77
2020-06-08,Product C,67
2020-06-09,Product A,33
2020-06-09,Product B,63
2020-06-09,Product C,39
2020-06-10,Product A,40
2020-06-10,Product B,89
2020-06-10,Product C,2
2020-06-11,Product A,69
2020-06-11,Product B,25
2020-06-11,Product C,40
2020-06-12,Product A,32
2020-06-12,Product B,44
2020-06-12,Product C,38
2020-06-13,Product A,71
2020-06-13,Product B,60
2020-06-13,Product C,36
2020-06-14,Product A,52
2020-06-14,Product B,12
2020-06-14,Product C,49
2020-06-15,Product A,14
2020-06-15,Product B,1
2020-06-15,Product C,21
2020-06-16,Product A,6
2020-06-16,Product B,74
2020-06-16,Product C,88
2020-06-17,Product A,52
2020-06-17,Product B,72
2020-06-17,Product C,58
2020-06-18,Product A,82
2020-06-18,Product B,3
2020-06-18,Product C,98
2020-06-19,Product A,97
2020-06-19,Product B,18
2020-06-19,Product C,31
2020-06-20,Product A,76
2020-06-20,Product B,74
2020-06-20,Product C,60
2020-06-21,Product A,32
2020-06-21,Product B,58
2020-06-21,Product C,80
2020-06-22,Product A,40
2020-06-22,Product B,72
2020-06-22,Product C,30
2020-06-23,Product A,40
2020-06-23,Product B,55
2020-06-23,Product C,9
2020-06-24,Product A,49
2020-06-24,Product B,98
2020-06-24,Product C,15
2020-06-25,Product A,91
2020-06-25,Product B,74
2020-06-25,Product C,29
2020-06-26,Product A,56
2020-06-26,Product B,92
2020-06-26,Product C,52
2020-06-27,Product A,44
2020-06-27,Product B,17
2020-06-27,Product C,18
2020-06-28,Product A,57
2020-06-28,Product B,27
2020-06-28,Product C,23
2020-06-29,Product A,7
2020-06-29,Product B,84
2020-06-29,Product C,69
2020-06-30,Product A,41
2020-06-30,Product B,18
2020-06-30,Product C,30
2020-07-01,Product A,27
2020-07-01,Product B,83
2020-07-01,Product C,4
2020-07-02,Product A,25
2020-07-02,Product B,34
2020-07-02,Product C,42
2020-07-03,Product A,96
2020-07-03,Product B,76
2020-07-03,Product C,9
2020-07-04,Product A,84
2020-07-04,Product B,27
2020-07-04,Product C,49
2020-07-05,Product A,37
2020-07-05,Product B,96
2020-07-05,Product C,4
2020-07-06,Product A,74
2020-07-06,Product B,18
2020-07-06,Product C,52
2020-07-07,Product A,96
2020-07-07,Product B,19
2020-07-07,Product C,60
2020-07-08,Product A,72
2020-07-08,Product B,78
2020-07-08,Product C,86
2020-07-09,Product A,49
2020-07-09,Product B,2
2020-07-09,Product C,27
2020-07-10,Product A,56
2020-07-10,Product B,45
2020-07-10,Product C,45
2020-07-11,Product A,5
2020-07-11,Product B,49
2020-07-11,Product C,10
2020-07-12,Product A,82
2020-07-12,Product B,92
2020-07-12,Product C,68
2020-07-13,Product A,32
2020-07-13,Product B,88
2020-07-13,Product C,59
2020-07-14,Product A,14
2020-07-14,Product B,45
2020-07-14,Product C,14
2020-07-15,Product A,54
2020-07-15,Product B,52
2020-07-15,Product C,88
2020-07-16,Product A,41
2020-07-16,Product B,66
2020-07-16,Product C,90
2020-07-17,Product A,75
2020-07-17,Product B,83
2020-07-17,Product C,94
2020-07-18,Product A,61
2020-07-18,Product B,77
2020-07-18,Product C,43
2020-07-19,Product A,38
2020-07-19,Product B,51
2020-07-19,Product C,25
2020-07-20,Product A,53
2020-07-20,Product B,70
2020-07-20,Product C,65
2020-07-21,Product A,15
2020-07-21,Product B,64
2020-07-21,Product C,9
2020-07-22,Product A,18
2020-07-22,Product B,79
2020-07-22,Product C,2
2020-07-23,Product A,77
2020-07-23,Product B,27
2020-07-23,Product C,48
2020-07-24,Product A,7
2020-07-24,Product B,78
2020-07-24,Product C,36
2020-07-25,Product A,66
2020-07-25,Product B,37
2020-07-25,Product C,47
2020-07-26,Product A,70
2020-07-26,Product B,86
2020-07-26,Product C,83
2020-07-27,Product A,65
2020-07-27,Product B,82
2020-07-27,Product C,27
2020-07-28,Product A,75
2020-07-28,Product B,95
2020-07-28,Product C,61
2020-07-29,Product A,10
2020-07-29,Product B,57
2020-07-29,Product C,96
2020-07-30,Product A,5
2020-07-30,Product B,0
2020-07-30,Product C,11
2020-07-31,Product A,72
2020-07-31,Product B,12
2020-07-31,Product C,53
2020-08-01,Product A,98
2020-08-01,Product B,43
2020-08-01,Product C,97
2020-08-02,Product A,6
2020-08-02,Product B,41
2020-08-02,Product C,82
2020-08-03,Product A,10
2020-08-03,Product B,65
2020-08-03,Product C,34
2020-08-04,Product A,10
2020-08-04,Product B,54
2020-08-04,Product C,70
2020-08-05,Product A,77
2020-08-05,Product B,26
2020-08-05,Product C,57
2020-08-06,Product A,56
2020-08-06,Product B,34
2020-08-06,Product C,24
2020-08-07,Product A,20
2020-08-07,Product B,42
2020-08-07,Product C,24
2020-08-08,Product A,97
2020-08-08,Product B,95
2020-08-08,Product C,56
2020-08-09,Product A,98
2020-08-09,Product B,15
2020-08-09,Product C,2
2020-08-10,Product A,75
2020-08-10,Product B,28
2020-08-10,Product C,46
2020-08-11,Product A,27
2020-08-11,Product B,3
2020-08-11,Product C,54
2020-08-12,Product A,91
2020-08-12,Product B,96
2020-08-12,Product C,7
2020-08-13,Product A,17
2020-08-13,Product B,63
2020-08-13,Product C,54
2020-08-14,Product A,41
2020-08-14,Product B,57
2020-08-14,Product C,77
2020-08-15,Product A,71
2020-08-15,Product B,67
2020-08-15,Product C,64
2020-08-16,Product A,4
2020-08-16,Product B,26
2020-08-16,Product C,49
2020-08-17,Product A,56
2020-08-17,Product B,96
2020-08-17,Product C,56
2020-08-18,Product A,27
2020-08-18,Product B,72
2020-08-18,Product C,88
2020-08-19,Product A,60
2020-08-19,Product B,22
2020-08-19,Product C,66
2020-08-20,Product A,13
2020-08-20,Product B,74
2020-08-20,Product C,3
2020-08-21,Product A,43
2020-08-21,Product B,11
2020-08-21,Product C,30
2020-08-22,Product A,41
2020-08-22,Product B,32
2020-08-22,Product C,70
2020-08-23,Product A,9
2020-08-23,Product B,86
2020-08-23,Product C,41
2020-08-24,Product A,13
2020-08-24,Product B,10
2020-08-24,Product C,47
2020-08-25,Product A,79
2020-08-25,Product B,96
2020-08-25,Product C,50
2020-08-26,Product A,57
2020-08-26,Product B,41
2020-08-26,Product C,59
2020-08-27,Product A,35
2020-08-27,Product B,97
2020-08-27,Product C,43
2020-08-28,Product A,84
2020-08-28,Product B,84
2020-08-28,Product C,71
2020-08-29,Product A,58
2020-08-29,Product B,88
2020-08-29,Product C,43
2020-08-30,Product A,41
2020-08-30,Product B,49
2020-08-30,Product C,52
2020-08-31,Product A,77
2020-08-31,Product B,51
2020-08-31,Product C,98
2020-09-01,Product A,8
2020-09-01,Product B,49
2020-09-01,Product C,79
2020-09-02,Product A,53
2020-09-02,Product B,57
2020-09-02,Product C,72
2020-09-03,Product A,42
2020-09-03,Product B,91
2020-09-03,Product C,61
2020-09-04,Product A,83
2020-09-04,Product B,68
2020-09-04,Product C,44
2020-09-05,Product A,89
2020-09-05,Product B,29
2020-09-05,Product C,5
2020-09-06,Product A,0
2020-09-06,Product B,84
2020-09-06,Product C,34
2020-09-07,Product A,98
2020-09-07,Product B,58
2020-09-07,Product C,35
2020-09-08,Product A,57
2020-09-08,Product B,63
2020-09-08,Product C,61
2020-09-09,Product A,36
2020-09-09,Product B,62
2020-09-09,Product C,63
2020-09-10,Product A,48
2020-09-10,Product B,19
2020-09-10,Product C,59
2020-09-11,Product A,57
2020-09-11,Product B,18
2020-09-11,Product C,6
2020-09-12,Product A,39
2020-09-12,Product B,66
2020-09-12,Product C,52
2020-09-13,Product A,91
2020-09-13,Product B,78
2020-09-13,Product C,64
2020-09-14,Product A,48
2020-09-14,Product B,29
2020-09-14,Product C,84
2020-09-15,Product A,99
2020-09-15,Product B,93
2020-09-15,Product C,19
2020-09-16,Product A,58
2020-09-16,Product B,10
2020-09-16,Product C,47
2020-09-17,Product A,4
2020-09-17,Product B,95
2020-09-17,Product C,95
2020-09-18,Product A,59
2020-09-18,Product B,96
2020-09-18,Product C,5
2020-09-19,Product A,22
2020-09-19,Product B,0
2020-09-19,Product C,59
2020-09-20,Product A,11
2020-09-20,Product B,46
2020-09-20,Product C,90
2020-09-21,Product A,45
2020-09-21,Product B,60
2020-09-21,Product C,77
2020-09-22,Product A,31
2020-09-22,Product B,22
2020-09-22,Product C,5
2020-09-23,Product A,7
2020-09-23,Product B,69
2020-09-23,Product C,81
2020-09-24,Product A,11
2020-09-24,Product B,2
2020-09-24,Product C,7
2020-09-25,Product A,75
2020-09-25,Product B,9
2020-09-25,Product C,21
2020-09-26,Product A,3
2020-09-26,Product B,40
2020-09-26,Product C,62
2020-09-27,Product A,76
2020-09-27,Product B,11
2020-09-27,Product C,6
2020-09-28,Product A,53
2020-09-28,Product B,50
2020-09-28,Product C,43
2020-09-29,Product A,51
2020-09-29,Product B,98
2020-09-29,Product C,78
2020-09-30,Product A,21
2020-09-30,Product B,80
2020-09-30,Product C,16
2020-10-01,Product A,45
2020-10-01,Product B,75
2020-10-01,Product C,70
2020-10-02,Product A,73
2020-10-02,Product B,95
2020-10-02,Product C,0
2020-10-03,Product A,33
2020-10-03,Product B,52
2020-10-03,Product C,66
2020-10-04,Product A,30
2020-10-04,Product B,89
2020-10-04,Product C,96
2020-10-05,Product A,92
2020-10-05,Product B,1
2020-10-05,Product C,44
2020-10-06,Product A,72
2020-10-06,Product B,44
2020-10-06,Product C,6
2020-10-07,Product A,49
2020-10-07,Product B,65
2020-10-07,Product C,4
2020-10-08,Product A,86
2020-10-08,Product B,15
2020-10-08,Product C,40
2020-10-09,Product A,77
2020-10-09,Product B,45
2020-10-09,Product C,0
2020-10-10,Product A,89
2020-10-10,Product B,84
2020-10-10,Product C,58
2020-10-11,Product A,4
2020-10-11,Product B,13
2020-10-11,Product C,11
2020-10-12,Product A,53
2020-10-12,Product B,4
2020-10-12,Product C,5
2020-10-13,Product A,96
2020-10-13,Product B,91
2020-10-13,Product C,14
2020-10-14,Product A,50
2020-10-14,Product B,12
2020-10-14,Product C,54
2020-10-15,Product A,13
2020-10-15,Product B,51
2020-10-15,Product C,72
2020-10-16,Product A,99
2020-10-16,Product B,33
2020-10-16,Product C,18
2020-10-17,Product A,25
2020-10-17,Product B,35
2020-10-17,Product C,83
2020-10-18,Product A,84
2020-10-18,Product B,44
2020-10-18,Product C,77
2020-10-19,Product A,87
2020-10-19,Product B,20
2020-10-19,Product C,23
2020-10-20,Product A,31
2020-10-20,Product B,79
2020-10-20,Product C,64
2020-10-21,Product A,75
2020-10-21,Product B,58
2020-10-21,Product C,78
2020-10-22,Product A,82
2020-10-22,Product B,43
2020-10-22,Product C,9
2020-10-23,Product A,79
2020-10-23,Product B,85
2020-10-23,Product C,15
2020-10-24,Product A,95
2020-10-24,Product B,67
2020-10-24,Product C,96
2020-10-25,Product A,62
2020-10-25,Product B,99
2020-10-25,Product C,18
2020-10-26,Product A,31
2020-10-26,Product B,42
2020-10-26,Product C,60
2020-10-27,Product A,79
2020-10-27,Product B,58
2020-10-27,Product C,33
2020-10-28,Product A,3
2020-10-28,Product B,26
2020-10-28,Product C,93
2020-10-29,Product A,39
2020-10-29,Product B,0
2020-10-29,Product C,60
2020-10-30,Product A,52
2020-10-30,Product B,43
2020-10-30,Product C,46
2020-10-31,Product A,24
2020-10-31,Product B,83
2020-10-31,Product C,16
2020-11-01,Product A,45
2020-11-01,Product B,76
2020-11-01,Product C,23
2020-11-02,Product A,99
2020-11-02,Product B,52
2020-11-02,Product C,81
2020-11-03,Product A,9
2020-11-03,Product B,11
2020-11-03,Product C,28
2020-11-04,Product A,62
2020-11-04,Product B,18
2020-11-04,Product C,12
2020-11-05,Product A,2
2020-11-05,Product B,16
2020-11-05,Product C,51
2020-11-06,Product A,91
2020-11-06,Product B,71
2020-11-06,Product C,73
2020-11-07,Product A,33
2020-11-07,Product B,64
2020-11-07,Product C,47
2020-11-08,Product A,94
2020-11-08,Product B,35
2020-11-08,Product C,97
2020-11-09,Product A,22
2020-11-09,Product B,96
2020-11-09,Product C,55
2020-11-10,Product A,78
2020-11-10,Product B,85
2020-11-10,Product C,29
2020-11-11,Product A,7
2020-11-11,Product B,36
2020-11-11,Product C,27
2020-11-12,Product A,50
2020-11-12,Product B,27
2020-11-12,Product C,96
2020-11-13,Product A,2
2020-11-13,Product B,19
2020-11-13,Product C,60
2020-11-14,Product A,24
2020-11-14,Product B,37
2020-11-14,Product C,84
2020-11-15,Product A,12
2020-11-15,Product B,39
2020-11-15,Product C,48
2020-11-16,Product A,41
2020-11-16,Product B,45
2020-11-16,Product C,85
2020-11-17,Product A,78
2020-11-17,Product B,99
2020-11-17,Product C,42
2020-11-18,Product A,10
2020-11-18,Product B,8
2020-11-18,Product C,60
2020-11-19,Product A,93
2020-11-19,Product B,36
2020-11-19,Product C,42
2020-11-20,Product A,90
2020-11-20,Product B,67
2020-11-20,Product C,18
2020-11-21,Product A,60
2020-11-21,Product B,56
2020-11-21,Product C,70
2020-11-22,Product A,36
2020-11-22,Product B,72
2020-11-22,Product C,31
2020-11-23,Product A,78
2020-11-23,Product B,59
2020-11-23,Product C,80
2020-11-24,Product A,11
2020-11-24,Product B,43
2020-11-24,Product C,80
2020-11-25,Product A,25
2020-11-25,Product B,39
2020-11-25,Product C,99
2020-11-26,Product A,1
2020-11-26,Product B,30
2020-11-26,Product C,85
2020-11-27,Product A,25
2020-11-27,Product B,86
2020-11-27,Product C,69
2020-11-28,Product A,13
2020-11-28,Product B,87
2020-11-28,Product C,66
2020-11-29,Product A,89
2020-11-29,Product B,52
2020-11-29,Product C,74
2020-11-30,Product A,1
2020-11-30,Product B,49
2020-11-30,Product C,80
2020-12-01,Product A,42
2020-12-01,Product B,79
2020-12-01,Product C,72
2020-12-02,Product A,72
2020-12-02,Product B,16
2020-12-02,Product C,69
2020-12-03,Product A,51
2020-12-03,Product B,59
2020-12-03,Product C,21
2020-12-04,Product A,8
2020-12-04,Product B,68
2020-12-04,Product C,32
2020-12-05,Product A,8
2020-12-05,Product B,10
2020-12-05,Product C,88
2020-12-06,Product A,93
2020-12-06,Product B,45
2020-12-06,Product C,46
2020-12-07,Product A,83
2020-12-07,Product B,79
2020-12-07,Product C,80
2020-12-08,Product A,47
2020-12-08,Product B,7
2020-12-08,Product C,64
2020-12-09,Product A,0
2020-12-09,Product B,89
2020-12-09,Product C,37
2020-12-10,Product A,89
2020-12-10,Product B,22
2020-12-10,Product C,90
2020-12-11,Product A,56
2020-12-11,Product B,50
2020-12-11,Product C,89
2020-12-12,Product A,27
2020-12-12,Product B,88
2020-12-12,Product C,81
2020-12-13,Product A,46
2020-12-13,Product B,12
2020-12-13,Product C,42
2020-12-14,Product A,96
2020-12-14,Product B,66
2020-12-14,Product C,59
2020-12-15,Product A,24
2020-12-15,Product B,96
2020-12-15,Product C,9
2020-12-16,Product A,97
2020-12-16,Product B,46
2020-12-16,Product C,3
2020-12-17,Product A,33
2020-12-17,Product B,61
2020-12-17,Product C,64
