Date,Product,Demand,Inventory
2019-11-07,Product B,79,19
2019-11-07,Product C,173,19
2019-11-08,Product A,192,4
2019-11-08,Product B,140,57
2019-11-08,Product C,50,9
2019-11-09,Product A,103,47
2019-11-09,Product B,61,5
2019-11-09,Product C,99,94
2019-11-10,Product A,76,93
2019-11-10,Product B,98,11
2019-11-10,Product C,140,90
2019-11-11,Product A,176,55
2019-11-11,Product B,62,3
2019-11-11,Product C,164,25
2019-11-12,Product A,148,45
2019-11-12,Product B,70,90
2019-11-12,Product C,189,97
2019-11-13,Product A,161,85
2019-11-13,Product B,82,3
2019-11-13,Product C,162,14
2019-11-14,Product A,142,38
2019-11-14,Product B,74,33
2019-11-14,Product C,86,82
2019-11-15,Product A,138,18
2019-11-15,Product B,178,7
2019-11-15,Product C,194,20
2019-11-16,Product A,89,36
2019-11-16,Product B,99,32
2019-11-16,Product C,72,19
2019-11-17,Product A,95,16
2019-11-17,Product B,63,30
2019-11-17,Product C,87,63
2019-11-18,Product A,117,75
2019-11-18,Product B,193,40
2019-11-18,Product C,127,67
2019-11-19,Product A,123,50
2019-11-19,Product B,66,38
2019-11-19,Product C,157,62
2019-11-20,Product A,170,6
2019-11-20,Product B,112,80
2019-11-20,Product C,61,85
2019-11-21,Product A,66,76
2019-11-21,Product B,181,18
2019-11-21,Product C,161,19
2019-11-22,Product A,184,23
2019-11-22,Product B,193,27
2019-11-22,Product C,140,7
2019-11-23,Product A,145,10
2019-11-23,Product B,103,11
2019-11-23,Product C,125,5
2019-11-24,Product A,131,93
2019-11-24,Product B,159,35
2019-11-24,Product C,125,66
2019-11-25,Product A,155,57
2019-11-25,Product B,157,54
2019-11-25,Product C,193,33
2019-11-26,Product A,51,30
2019-11-26,Product B,134,63
2019-11-26,Product C,111,10
2019-11-27,Product A,113,33
2019-11-27,Product B,141,10
2019-11-27,Product C,124,18
2019-11-28,Product A,143,10
2019-11-28,Product B,72,97
2019-11-28,Product C,136,77
2019-11-29,Product A,111,3
2019-11-29,Product B,158,30
2019-11-29,Product C,136,19
2019-11-30,Product A,131,17
2019-11-30,Product B,138,73
2019-11-30,Product C,57,87
2019-12-01,Product A,163,73
2019-12-01,Product B,104,86
2019-12-01,Product C,69,83
2019-12-02,Product A,184,75
2019-12-02,Product B,160,75
2019-12-02,Product C,154,77
2019-12-03,Product A,110,19
2019-12-03,Product B,102,96
2019-12-03,Product C,174,86
2019-12-04,Product A,176,80
2019-12-04,Product B,51,73
2019-12-04,Product C,93,95
2019-12-05,Product A,172,34
2019-12-05,Product B,61,12
2019-12-05,Product C,137,57
2019-12-06,Product A,141,24
2019-12-06,Product B,144,51
2019-12-06,Product C,138,48
2019-12-07,Product A,52,30
2019-12-07,Product B,125,33
2019-12-07,Product C,75,38
2019-12-08,Product A,59,65
2019-12-08,Product B,176,35
2019-12-08,Product C,149,3
2019-12-09,Product A,182,98
2019-12-09,Product B,79,72
2019-12-09,Product C,168,23
2019-12-10,Product A,98,72
2019-12-10,Product B,65,41
2019-12-10,Product C,117,16
2019-12-11,Product A,162,40
2019-12-11,Product B,50,63
2019-12-11,Product C,195,23
2019-12-12,Product A,189,1
2019-12-12,Product B,126,60
2019-12-12,Product C,152,84
2019-12-13,Product A,138,5
2019-12-13,Product B,113,38
2019-12-13,Product C,185,87
2019-12-14,Product A,141,85
2019-12-14,Product B,71,75
2019-12-14,Product C,200,66
2019-12-15,Product A,80,78
2019-12-15,Product B,62,22
2019-12-15,Product C,103,5
2019-12-16,Product A,102,50
2019-12-16,Product B,158,28
2019-12-16,Product C,79,27
2019-12-17,Product A,114,38
2019-12-17,Product B,157,28
2019-12-17,Product C,145,51
2019-12-18,Product A,147,71
2019-12-18,Product B,160,96
2019-12-18,Product C,81,60
2019-12-19,Product A,85,13
2019-12-19,Product B,102,52
2019-12-19,Product C,179,70
2019-12-20,Product A,124,13
2019-12-20,Product B,80,87
2019-12-20,Product C,198,23
2019-12-21,Product A,99,15
2019-12-21,Product B,93,69
2019-12-21,Product C,185,85
2019-12-22,Product A,199,79
2019-12-22,Product B,94,3
2019-12-22,Product C,165,84
2019-12-23,Product A,157,48
2019-12-23,Product B,99,39
2019-12-23,Product C,80,85
2019-12-24,Product A,168,81
2019-12-24,Product B,128,18
2019-12-24,Product C,66,83
2019-12-25,Product A,145,35
2019-12-25,Product B,90,78
2019-12-25,Product C,155,98
2019-12-26,Product A,112,25
2019-12-26,Product B,110,25
2019-12-26,Product C,194,18
2019-12-27,Product A,159,68
2019-12-27,Product B,72,54
2019-12-27,Product C,155,55
2019-12-28,Product A,91,9
2019-12-28,Product B,66,87
2019-12-28,Product C,123,0
2019-12-29,Product A,128,1
2019-12-29,Product B,163,96
2019-12-29,Product C,67,19
2019-12-30,Product A,131,98
2019-12-30,Product B,195,67
2019-12-30,Product C,197,50
2019-12-31,Product A,97,16
2019-12-31,Product B,53,86
2019-12-31,Product C,142,36
2020-01-01,Product A,121,78
2020-01-01,Product B,181,53
2020-01-01,Product C,58,75
2020-01-02,Product A,76,37
2020-01-02,Product B,111,7
2020-01-02,Product C,160,31
2020-01-03,Product A,160,83
2020-01-03,Product B,113,77
2020-01-03,Product C,78,11
2020-01-04,Product A,149,10
2020-01-04,Product B,130,45
2020-01-04,Product C,196,15
2020-01-05,Product A,57,34
2020-01-05,Product B,73,54
2020-01-05,Product C,90,55
2020-01-06,Product A,53,72
2020-01-06,Product B,178,15
2020-01-06,Product C,73,87
2020-01-07,Product A,119,8
2020-01-07,Product B,89,8
2020-01-07,Product C,108,27
2020-01-08,Product A,50,43
2020-01-08,Product B,108,1
2020-01-08,Product C,121,0
2020-01-09,Product A,124,57
2020-01-09,Product B,67,38
2020-01-09,Product C,150,29
2020-01-10,Product A,107,81
2020-01-10,Product B,155,59
2020-01-10,Product C,160,54
2020-01-11,Product A,76,8
2020-01-11,Product B,194,67
2020-01-11,Product C,143,53
2020-01-12,Product A,118,84
2020-01-12,Product B,77,83
2020-01-12,Product C,118,54
2020-01-13,Product A,85,46
2020-01-13,Product B,95,40
2020-01-13,Product C,160,91
2020-01-14,Product A,184,89
2020-01-14,Product B,52,21
2020-01-14,Product C,161,99
2020-01-15,Product A,132,78
2020-01-15,Product B,151,68
2020-01-15,Product C,126,90
2020-01-16,Product A,199,49
2020-01-16,Product B,172,77
2020-01-16,Product C,79,13
2020-01-17,Product A,115,86
2020-01-17,Product B,96,84
2020-01-17,Product C,181,94
2020-01-18,Product A,125,92
2020-01-18,Product B,57,49
2020-01-18,Product C,131,58
2020-01-19,Product A,193,89
2020-01-19,Product B,193,94
2020-01-19,Product C,126,36
2020-01-20,Product A,130,3
2020-01-20,Product B,195,28
2020-01-20,Product C,198,17
2020-01-21,Product A,188,49
2020-01-21,Product B,66,97
2020-01-21,Product C,65,11
2020-01-22,Product A,82,56
2020-01-22,Product B,63,98
2020-01-22,Product C,154,75
2020-01-23,Product A,85,98
2020-01-23,Product B,171,12
2020-01-23,Product C,91,9
2020-01-24,Product A,96,7
2020-01-24,Product B,177,0
2020-01-24,Product C,50,19
2020-01-25,Product A,103,1
2020-01-25,Product B,94,83
2020-01-25,Product C,143,76
2020-01-26,Product A,157,39
2020-01-26,Product B,135,25
2020-01-26,Product C,174,73
2020-01-27,Product A,179,76
2020-01-27,Product B,184,74
2020-01-27,Product C,68,31
2020-01-28,Product A,157,71
2020-01-28,Product B,196,57
2020-01-28,Product C,63,26
2020-01-29,Product A,181,86
2020-01-29,Product B,109,82
2020-01-29,Product C,117,82
2020-01-30,Product A,72,50
2020-01-30,Product B,179,1
2020-01-30,Product C,174,1
2020-01-31,Product A,115,78
2020-01-31,Product B,180,0
2020-01-31,Product C,106,84
2020-02-01,Product A,101,94
2020-02-01,Product B,185,21
2020-02-01,Product C,194,34
2020-02-02,Product A,194,25
2020-02-02,Product B,191,34
2020-02-02,Product C,145,38
2020-02-03,Product A,131,21
2020-02-03,Product B,69,31
2020-02-03,Product C,123,86
2020-02-04,Product A,86,24
2020-02-04,Product B,58,79
2020-02-04,Product C,183,75
2020-02-05,Product A,118,16
2020-02-05,Product B,67,86
2020-02-05,Product C,57,29
2020-02-06,Product A,110,6
2020-02-06,Product B,166,98
2020-02-06,Product C,55,96
2020-02-07,Product A,65,35
2020-02-07,Product B,93,41
2020-02-07,Product C,137,44
2020-02-08,Product A,193,1
2020-02-08,Product B,176,96
2020-02-08,Product C,102,80
2020-02-09,Product A,59,3
2020-02-09,Product B,115,91
2020-02-09,Product C,158,15
2020-02-10,Product A,124,86
2020-02-10,Product B,191,41
2020-02-10,Product C,111,77
2020-02-11,Product A,137,70
2020-02-11,Product B,74,59
2020-02-11,Product C,137,60
2020-02-12,Product A,100,83
2020-02-12,Product B,169,1
2020-02-12,Product C,190,96
2020-02-13,Product A,56,81
2020-02-13,Product B,156,9
2020-02-13,Product C,103,71
2020-02-14,Product A,115,72
2020-02-14,Product B,73,29
2020-02-14,Product C,193,23
2020-02-15,Product A,176,63
2020-02-15,Product B,73,53
2020-02-15,Product C,183,53
2020-02-16,Product A,158,69
2020-02-16,Product B,105,42
2020-02-16,Product C,160,88
2020-02-17,Product A,77,7
2020-02-17,Product B,165,97
2020-02-17,Product C,99,57
2020-02-18,Product A,168,69
2020-02-18,Product B,68,67
2020-02-18,Product C,55,99
2020-02-19,Product A,192,54
2020-02-19,Product B,166,95
2020-02-19,Product C,76,1
2020-02-20,Product A,117,24
2020-02-20,Product B,185,66
2020-02-20,Product C,109,12
2020-02-21,Product A,166,63
2020-02-21,Product B,56,16
2020-02-21,Product C,179,12
2020-02-22,Product A,137,5
2020-02-22,Product B,90,68
2020-02-22,Product C,98,30
2020-02-23,Product A,108,28
2020-02-23,Product B,169,78
2020-02-23,Product C,51,3
2020-02-24,Product A,77,87
2020-02-24,Product B,173,57
2020-02-24,Product C,137,36
2020-02-25,Product A,55,40
2020-02-25,Product B,101,25
2020-02-25,Product C,143,77
2020-02-26,Product A,129,48
2020-02-26,Product B,166,59
2020-02-26,Product C,138,18
2020-02-27,Product A,143,37
2020-02-27,Product B,167,93
2020-02-27,Product C,77,45
2020-02-28,Product A,113,94
2020-02-28,Product B,80,6
2020-02-28,Product C,66,21
2020-02-29,Product A,58,17
2020-02-29,Product B,181,17
2020-02-29,Product C,61,28
2020-03-01,Product A,165,19
2020-03-01,Product B,135,67
2020-03-01,Product C,75,10
2020-03-02,Product A,150,91
2020-03-02,Product B,188,81
2020-03-02,Product C,159,13
2020-03-03,Product A,182,29
2020-03-03,Product B,148,78
2020-03-03,Product C,164,7
2020-03-04,Product A,156,88
2020-03-04,Product B,137,14
2020-03-04,Product C,166,27
2020-03-05,Product A,88,19
2020-03-05,Product B,154,24
2020-03-05,Product C,89,48
2020-03-06,Product A,85,65
2020-03-06,Product B,147,21
2020-03-06,Product C,129,81
2020-03-07,Product A,127,59
2020-03-07,Product B,176,56
2020-03-07,Product C,112,6
2020-03-08,Product A,100,43
2020-03-08,Product B,200,24
2020-03-08,Product C,194,36
2020-03-09,Product A,198,65
2020-03-09,Product B,194,31
2020-03-09,Product C,140,81
2020-03-10,Product A,90,38
2020-03-10,Product B,79,96
2020-03-10,Product C,71,38
2020-03-11,Product A,80,69
2020-03-11,Product B,169,98
2020-03-11,Product C,109,88
2020-03-12,Product A,109,80
2020-03-12,Product B,181,4
2020-03-12,Product C,172,8
2020-03-13,Product A,105,19
2020-03-13,Product B,53,99
2020-03-13,Product C,152,46
2020-03-14,Product A,81,45
2020-03-14,Product B,65,21
2020-03-14,Product C,108,71
2020-03-15,Product A,56,87
2020-03-15,Product B,51,80
2020-03-15,Product C,110,98
2020-03-16,Product A,184,8
2020-03-16,Product B,133,1
2020-03-16,Product C,62,99
2020-03-17,Product A,195,34
2020-03-17,Product B,168,12
2020-03-17,Product C,152,96
2020-03-18,Product A,184,46
2020-03-18,Product B,144,65
2020-03-18,Product C,150,0
2020-03-19,Product A,180,60
2020-03-19,Product B,200,88
2020-03-19,Product C,122,35
2020-03-20,Product A,151,94
2020-03-20,Product B,133,71
2020-03-20,Product C,69,37
2020-03-21,Product A,153,30
2020-03-21,Product B,97,0
2020-03-21,Product C,180,72
2020-03-22,Product A,187,0
2020-03-22,Product B,90,81
2020-03-22,Product C,187,22
2020-03-23,Product A,97,62
2020-03-23,Product B,77,22
2020-03-23,Product C,193,70
2020-03-24,Product A,153,16
2020-03-24,Product B,100,58
2020-03-24,Product C,190,31
2020-03-25,Product A,166,60
2020-03-25,Product B,84,40
2020-03-25,Product C,176,45
2020-03-26,Product A,140,81
2020-03-26,Product B,75,8
2020-03-26,Product C,167,12
2020-03-27,Product A,131,39
2020-03-27,Product B,56,12
2020-03-27,Product C,127,47
2020-03-28,Product A,124,91
2020-03-28,Product B,127,29
2020-03-28,Product C,147,99
2020-03-29,Product A,142,11
2020-03-29,Product B,130,43
2020-03-29,Product C,177,97
2020-03-30,Product A,186,7
2020-03-30,Product B,56,57
2020-03-30,Product C,200,65
2020-03-31,Product A,189,99
2020-03-31,Product B,155,88
2020-03-31,Product C,94,3
2020-04-01,Product A,185,10
2020-04-01,Product B,160,60
2020-04-01,Product C,111,14
2020-04-02,Product A,152,67
2020-04-02,Product B,112,91
2020-04-02,Product C,126,85
2020-04-03,Product A,93,45
2020-04-03,Product B,67,20
2020-04-03,Product C,141,39
2020-04-04,Product A,120,17
2020-04-04,Product B,134,99
2020-04-04,Product C,156,42
2020-04-05,Product A,183,85
2020-04-05,Product B,101,82
2020-04-05,Product C,160,54
2020-04-06,Product A,66,42
2020-04-06,Product B,187,80
2020-04-06,Product C,59,65
2020-04-07,Product A,115,63
2020-04-07,Product B,57,34
2020-04-07,Product C,57,8
2020-04-08,Product A,119,12
2020-04-08,Product B,181,52
2020-04-08,Product C,63,90
2020-04-09,Product A,107,14
2020-04-09,Product B,53,82
2020-04-09,Product C,62,10
2020-04-10,Product A,112,65
2020-04-10,Product B,114,94
2020-04-10,Product C,84,67
2020-04-11,Product A,198,77
2020-04-11,Product B,161,99
2020-04-11,Product C,79,68
2020-04-12,Product A,101,49
2020-04-12,Product B,152,99
2020-04-12,Product C,95,56
2020-04-13,Product A,196,72
2020-04-13,Product B,161,54
2020-04-13,Product C,104,4
2020-04-14,Product A,178,40
2020-04-14,Product B,186,29
2020-04-14,Product C,172,98
2020-04-15,Product A,155,14
2020-04-15,Product B,161,10
2020-04-15,Product C,162,77
2020-04-16,Product A,194,9
2020-04-16,Product B,115,73
2020-04-16,Product C,187,55
2020-04-17,Product A,174,15
2020-04-17,Product B,95,77
2020-04-17,Product C,199,50
2020-04-18,Product A,108,36
2020-04-18,Product B,131,98
2020-04-18,Product C,193,82
2020-04-19,Product A,191,38
2020-04-19,Product B,157,64
2020-04-19,Product C,95,99
2020-04-20,Product A,62,30
2020-04-20,Product B,91,50
2020-04-20,Product C,122,14
2020-04-21,Product A,131,96
2020-04-21,Product B,129,54
2020-04-21,Product C,199,33
2020-04-22,Product A,77,45
2020-04-22,Product B,50,9
2020-04-22,Product C,110,99
2020-04-23,Product A,126,3
2020-04-23,Product B,137,43
2020-04-23,Product C,62,31
2020-04-24,Product A,145,97
2020-04-24,Product B,141,75
2020-04-24,Product C,68,60
2020-04-25,Product A,186,63
2020-04-25,Product B,79,97
2020-04-25,Product C,181,83
2020-04-26,Product A,82,68
2020-04-26,Product B,126,10
2020-04-26,Product C,76,39
2020-04-27,Product A,125,54
2020-04-27,Product B,165,71
2020-04-27,Product C,171,43
2020-04-28,Product A,52,71
2020-04-28,Product B,69,92
2020-04-28,Product C,113,54
2020-04-29,Product A,168,63
2020-04-29,Product B,200,2
2020-04-29,Product C,128,86
2020-04-30,Product A,100,28
2020-04-30,Product B,117,10
2020-04-30,Product C,197,74
2020-05-01,Product A,174,28
2020-05-01,Product B,131,89
2020-05-01,Product C,168,41
2020-05-02,Product A,67,59
2020-05-02,Product B,147,98
2020-05-02,Product C,111,25
2020-05-03,Product A,174,57
2020-05-03,Product B,127,70
2020-05-03,Product C,104,39
2020-05-04,Product A,177,60
2020-05-04,Product B,183,65
2020-05-04,Product C,56,26
2020-05-05,Product A,54,90
2020-05-05,Product B,142,71
2020-05-05,Product C,94,36
2020-05-06,Product A,121,20
2020-05-06,Product B,74,26
2020-05-06,Product C,129,41
2020-05-07,Product A,162,65
2020-05-07,Product B,177,35
2020-05-07,Product C,88,2
2020-05-08,Product A,180,40
2020-05-08,Product B,143,99
2020-05-08,Product C,96,74
2020-05-09,Product A,182,29
2020-05-09,Product B,79,78
2020-05-09,Product C,186,94
2020-05-10,Product A,75,96
2020-05-10,Product B,107,7
2020-05-10,Product C,85,2
2020-05-11,Product A,77,29
2020-05-11,Product B,100,92
2020-05-11,Product C,172,24
2020-05-12,Product A,134,17
2020-05-12,Product B,77,46
2020-05-12,Product C,78,47
2020-05-13,Product A,108,92
2020-05-13,Product B,170,53
2020-05-13,Product C,141,67
2020-05-14,Product A,70,63
2020-05-14,Product B,92,33
2020-05-14,Product C,119,74
2020-05-15,Product A,59,54
2020-05-15,Product B,152,24
2020-05-15,Product C,127,18
2020-05-16,Product A,68,43
2020-05-16,Product B,80,89
2020-05-16,Product C,121,17
2020-05-17,Product A,68,52
2020-05-17,Product B,84,93
2020-05-17,Product C,140,45
2020-05-18,Product A,172,65
2020-05-18,Product B,127,71
2020-05-18,Product C,77,15
2020-05-19,Product A,154,26
2020-05-19,Product B,159,9
2020-05-19,Product C,80,39
2020-05-20,Product A,166,71
2020-05-20,Product B,67,40
2020-05-20,Product C,133,49
2020-05-21,Product A,56,61
2020-05-21,Product B,191,27
2020-05-21,Product C,135,1
2020-05-22,Product A,176,38
2020-05-22,Product B,131,47
2020-05-22,Product C,56,96
2020-05-23,Product A,159,55
2020-05-23,Product B,78,18
2020-05-23,Product C,191,90
2020-05-24,Product A,102,28
2020-05-24,Product B,84,54
2020-05-24,Product C,199,5
2020-05-25,Product A,75,1
2020-05-25,Product B,85,95
2020-05-25,Product C,163,49
2020-05-26,Product A,145,31
2020-05-26,Product B,195,92
2020-05-26,Product C,133,96
2020-05-27,Product A,56,70
2020-05-27,Product B,140,74
2020-05-27,Product C,157,18
2020-05-28,Product A,162,99
2020-05-28,Product B,52,20
2020-05-28,Product C,94,74
2020-05-29,Product A,100,42
2020-05-29,Product B,142,33
2020-05-29,Product C,199,71
2020-05-30,Product A,149,40
2020-05-30,Product B,150,34
2020-05-30,Product C,200,12
2020-05-31,Product A,164,61
2020-05-31,Product B,78,9
2020-05-31,Product C,107,99
2020-06-01,Product A,198,69
2020-06-01,Product B,79,18
2020-06-01,Product C,161,20
2020-06-02,Product A,165,86
2020-06-02,Product B,197,16
2020-06-02,Product C,155,43
2020-06-03,Product A,93,60
2020-06-03,Product B,141,16
2020-06-03,Product C,195,3
2020-06-04,Product A,89,48
2020-06-04,Product B,162,69
2020-06-04,Product C,106,31
2020-06-05,Product A,96,65
2020-06-05,Product B,149,26
2020-06-05,Product C,105,12
2020-06-06,Product A,113,38
2020-06-06,Product B,128,43
2020-06-06,Product C,69,54
2020-06-07,Product A,102,65
2020-06-07,Product B,162,51
2020-06-07,Product C,188,28
2020-06-08,Product A,173,54
2020-06-08,Product B,65,77
2020-06-08,Product C,178,67
2020-06-09,Product A,88,33
2020-06-09,Product B,104,63
2020-06-09,Product C,139,39
2020-06-10,Product A,122,40
2020-06-10,Product B,153,89
2020-06-10,Product C,131,2
2020-06-11,Product A,89,69
2020-06-11,Product B,77,25
2020-06-11,Product C,142,40
2020-06-12,Product A,56,32
2020-06-12,Product B,56,44
2020-06-12,Product C,69,38
2020-06-13,Product A,85,71
2020-06-13,Product B,69,60
2020-06-13,Product C,169,36
2020-06-14,Product A,168,52
2020-06-14,Product B,110,12
2020-06-14,Product C,109,49
2020-06-15,Product A,190,14
2020-06-15,Product B,66,1
2020-06-15,Product C,88,21
2020-06-16,Product A,161,6
2020-06-16,Product B,175,74
2020-06-16,Product C,74,88
2020-06-17,Product A,79,52
2020-06-17,Product B,150,72
2020-06-17,Product C,123,58
2020-06-18,Product A,179,82
2020-06-18,Product B,111,3
2020-06-18,Product C,64,98
2020-06-19,Product A,92,97
2020-06-19,Product B,58,18
2020-06-19,Product C,70,31
2020-06-20,Product A,136,76
2020-06-20,Product B,79,74
2020-06-20,Product C,79,60
2020-06-21,Product A,159,32
2020-06-21,Product B,169,58
2020-06-21,Product C,192,80
2020-06-22,Product A,115,40
2020-06-22,Product B,85,72
2020-06-22,Product C,150,30
2020-06-23,Product A,114,40
2020-06-23,Product B,173,55
2020-06-23,Product C,110,9
2020-06-24,Product A,110,49
2020-06-24,Product B,113,98
2020-06-24,Product C,181,15
2020-06-25,Product A,91,91
2020-06-25,Product B,191,74
2020-06-25,Product C,130,29
2020-06-26,Product A,156,56
2020-06-26,Product B,159,92
2020-06-26,Product C,158,52
2020-06-27,Product A,179,44
2020-06-27,Product B,194,17
2020-06-27,Product C,193,18
2020-06-28,Product A,115,57
2020-06-28,Product B,169,27
2020-06-28,Product C,112,23
2020-06-29,Product A,147,7
2020-06-29,Product B,185,84
2020-06-29,Product C,132,69
2020-06-30,Product A,197,41
2020-06-30,Product B,168,18
2020-06-30,Product C,186,30
2020-07-01,Product A,122,27
2020-07-01,Product B,110,83
2020-07-01,Product C,193,4
2020-07-02,Product A,143,25
2020-07-02,Product B,86,34
2020-07-02,Product C,158,42
2020-07-03,Product A,132,96
2020-07-03,Product B,142,76
2020-07-03,Product C,160,9
2020-07-04,Product A,152,84
2020-07-04,Product B,76,27
2020-07-04,Product C,195,49
2020-07-05,Product A,101,37
2020-07-05,Product B,176,96
2020-07-05,Product C,195,4
2020-07-06,Product A,149,74
2020-07-06,Product B,192,18
2020-07-06,Product C,162,52
2020-07-07,Product A,154,96
2020-07-07,Product B,56,19
2020-07-07,Product C,62,60
2020-07-08,Product A,143,72
2020-07-08,Product B,182,78
2020-07-08,Product C,61,86
2020-07-09,Product A,116,49
2020-07-09,Product B,81,2
2020-07-09,Product C,141,27
2020-07-10,Product A,82,56
2020-07-10,Product B,142,45
2020-07-10,Product C,135,45
2020-07-11,Product A,59,5
2020-07-11,Product B,199,49
2020-07-11,Product C,155,10
2020-07-12,Product A,83,82
2020-07-12,Product B,157,92
2020-07-12,Product C,101,68
2020-07-13,Product A,190,32
2020-07-13,Product B,128,88
2020-07-13,Product C,84,59
2020-07-14,Product A,187,14
2020-07-14,Product B,113,45
2020-07-14,Product C,69,14
2020-07-15,Product A,81,54
2020-07-15,Product B,200,52
2020-07-15,Product C,171,88
2020-07-16,Product A,81,41
2020-07-16,Product B,137,66
2020-07-16,Product C,99,90
2020-07-17,Product A,172,75
2020-07-17,Product B,69,83
2020-07-17,Product C,142,94
2020-07-18,Product A,115,61
2020-07-18,Product B,144,77
2020-07-18,Product C,50,43
2020-07-19,Product A,151,38
2020-07-19,Product B,169,51
2020-07-19,Product C,113,25
2020-07-20,Product A,62,53
2020-07-20,Product B,126,70
2020-07-20,Product C,193,65
2020-07-21,Product A,160,15
2020-07-21,Product B,100,64
2020-07-21,Product C,130,9
2020-07-22,Product A,87,18
2020-07-22,Product B,68,79
2020-07-22,Product C,150,2
2020-07-23,Product A,134,77
2020-07-23,Product B,195,27
2020-07-23,Product C,96,48
2020-07-24,Product A,115,7
2020-07-24,Product B,82,78
2020-07-24,Product C,115,36
2020-07-25,Product A,166,66
2020-07-25,Product B,73,37
2020-07-25,Product C,196,47
2020-07-26,Product A,150,70
2020-07-26,Product B,74,86
2020-07-26,Product C,106,83
2020-07-27,Product A,189,65
2020-07-27,Product B,143,82
2020-07-27,Product C,64,27
2020-07-28,Product A,137,75
2020-07-28,Product B,103,95
2020-07-28,Product C,189,61
2020-07-29,Product A,131,10
2020-07-29,Product B,151,57
2020-07-29,Product C,121,96
2020-07-30,Product A,94,5
2020-07-30,Product B,145,0
2020-07-30,Product C,131,11
2020-07-31,Product A,158,72
2020-07-31,Product B,122,12
2020-07-31,Product C,68,53
2020-08-01,Product A,69,98
2020-08-01,Product B,52,43
2020-08-01,Product C,103,97
2020-08-02,Product A,74,6
2020-08-02,Product B,172,41
2020-08-02,Product C,116,82
2020-08-03,Product A,121,10
2020-08-03,Product B,120,65
2020-08-03,Product C,167,34
2020-08-04,Product A,157,10
2020-08-04,Product B,135,54
2020-08-04,Product C,130,70
2020-08-05,Product A,138,77
2020-08-05,Product B,147,26
2020-08-05,Product C,191,57
2020-08-06,Product A,179,56
2020-08-06,Product B,182,34
2020-08-06,Product C,184,24
2020-08-07,Product A,180,20
2020-08-07,Product B,104,42
2020-08-07,Product C,198,24
2020-08-08,Product A,57,97
2020-08-08,Product B,138,95
2020-08-08,Product C,107,56
2020-08-09,Product A,76,98
2020-08-09,Product B,171,15
2020-08-09,Product C,136,2
2020-08-10,Product A,155,75
2020-08-10,Product B,71,28
2020-08-10,Product C,53,46
2020-08-11,Product A,67,27
2020-08-11,Product B,145,3
2020-08-11,Product C,124,54
2020-08-12,Product A,101,91
2020-08-12,Product B,76,96
2020-08-12,Product C,64,7
2020-08-13,Product A,188,17
2020-08-13,Product B,106,63
2020-08-13,Product C,68,54
2020-08-14,Product A,181,41
2020-08-14,Product B,180,57
2020-08-14,Product C,137,77
2020-08-15,Product A,110,71
2020-08-15,Product B,134,67
2020-08-15,Product C,124,64
2020-08-16,Product A,154,4
2020-08-16,Product B,199,26
2020-08-16,Product C,148,49
2020-08-17,Product A,186,56
2020-08-17,Product B,115,96
2020-08-17,Product C,122,56
2020-08-18,Product A,161,27
2020-08-18,Product B,147,72
2020-08-18,Product C,108,88
2020-08-19,Product A,128,60
2020-08-19,Product B,121,22
2020-08-19,Product C,179,66
2020-08-20,Product A,171,13
2020-08-20,Product B,129,74
2020-08-20,Product C,101,3
2020-08-21,Product A,173,43
2020-08-21,Product B,169,11
2020-08-21,Product C,107,30
2020-08-22,Product A,168,41
2020-08-22,Product B,157,32
2020-08-22,Product C,147,70
2020-08-23,Product A,76,9
2020-08-23,Product B,122,86
2020-08-23,Product C,55,41
2020-08-24,Product A,111,13
2020-08-24,Product B,74,10
2020-08-24,Product C,197,47
2020-08-25,Product A,100,79
2020-08-25,Product B,124,96
2020-08-25,Product C,165,50
2020-08-26,Product A,77,57
2020-08-26,Product B,134,41
2020-08-26,Product C,119,59
2020-08-27,Product A,137,35
2020-08-27,Product B,170,97
2020-08-27,Product C,184,43
2020-08-28,Product A,152,84
2020-08-28,Product B,87,84
2020-08-28,Product C,102,71
2020-08-29,Product A,137,58
2020-08-29,Product B,139,88
2020-08-29,Product C,175,43
2020-08-30,Product A,165,41
2020-08-30,Product B,184,49
2020-08-30,Product C,170,52
2020-08-31,Product A,123,77
2020-08-31,Product B,121,51
2020-08-31,Product C,176,98
2020-09-01,Product A,116,8
2020-09-01,Product B,53,49
2020-09-01,Product C,96,79
2020-09-02,Product A,139,53
2020-09-02,Product B,152,57
2020-09-02,Product C,94,72
2020-09-03,Product A,194,42
2020-09-03,Product B,61,91
2020-09-03,Product C,139,61
2020-09-04,Product A,99,83
2020-09-04,Product B,181,68
2020-09-04,Product C,78,44
2020-09-05,Product A,96,89
2020-09-05,Product B,64,29
2020-09-05,Product C,149,5
2020-09-06,Product A,73,0
2020-09-06,Product B,89,84
2020-09-06,Product C,83,34
2020-09-07,Product A,73,98
2020-09-07,Product B,193,58
2020-09-07,Product C,119,35
2020-09-08,Product A,115,57
2020-09-08,Product B,82,63
2020-09-08,Product C,116,61
2020-09-09,Product A,168,36
2020-09-09,Product B,88,62
2020-09-09,Product C,102,63
2020-09-10,Product A,197,48
2020-09-10,Product B,118,19
2020-09-10,Product C,197,59
2020-09-11,Product A,109,57
2020-09-11,Product B,190,18
2020-09-11,Product C,132,6
2020-09-12,Product A,89,39
2020-09-12,Product B,151,66
2020-09-12,Product C,119,52
